,Injection Temp (Celsius),Growth Temp (Celsius),Metal_amount (g),Metal_mmol (mmol),Metal_concentration (mmol/g),Chalcogen_amount (g),Chalcogen_mmol (mmol),Chalcogen_concentration (mmol/g),Metal/Se_ratio,CA_amount (g),CA_mmol (mmol),Cd/CA_ratio,Amines_amount (g),Phosphines_amount (g),Phosphines_mmol (mmol),Chalcogen/Ph_ratio,S_I_amount (g),S_II_amount (g),Total_amount (g),Time_min (min),x0_cadmium acetate,x0_cadmium acetate dihtdrate,x0_cadmium acetate dihydrate,x0_cadmium oxide,x0_cadmium stearate,x0_dimethylcadmium,x1_None,x1_benzoic acid,x1_dodecylphosphonic acid,x1_ethylphosphonic acid,x1_lauric acid,x1_myrstic acid,x1_oleic acid,x1_stearic acid,x2_2-6-dimethylpyridine,x2_None,x2_aniline,x2_benzylamine,x2_dioctylamine/hexadecylamine,x2_dodecylamine,x2_heptylamine,x2_hexadecylamine,x2_octadecylamine,x2_octylamine,x2_oleylamine,x2_pyridine,x2_trioctylamine,x3_None,x3_diphenylphosphine,x3_tributylphosphine,x3_trioctylphosphine,x3_triphenylphosphine,x4_None,x4_liquid parafin,x4_octadecene,x4_phenyl ether,x4_trioctylphosphine oxide,x5_0,x5_None,x5_phosphinic acid,x5_trioctylphosphine oxide,Diameter_nm,Absorbance max (nm),PL max (nm)
0,0.3333333333333333,1.4285714285714286,0.3715651135005974,-0.3234939759036145,-0.19999999999999996,0.32786885245901637,0.3113207547169812,0.24489795918367355,-0.5,-0.4021937842778794,-0.40082644628099173,-0.8183333333333332,0.5594405594405595,0.2810810810810811,0.35555555555555557,-0.10289094978060838,0.38808664259927794,0.0,-0.022424422096037334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.41,566,575
1,-0.38095238095238093,-0.7142857142857143,-0.34528076463560337,-0.44397590361445793,-0.3999999999999999,-0.16393442622950824,-0.08490566037735846,0.0,-0.48666666666666664,-0.007312614259597813,-0.008264462809917363,-0.5405555555555555,0.0,-0.2162162162162162,-0.25679012345679014,0.20578189956121676,0.19765342960288804,0.0,-0.2390671440408048,-0.2287457110179184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,474,617
2,-0.14285714285714285,0.0,0.0,-0.44397590361445793,0.10515646000000003,-0.590983606557377,-0.3962264150943396,-0.18262113469387758,0.6666666666666666,-0.4021937842778794,-0.40082644628099173,-0.8183333333333332,0.0,-0.3945945945945946,-0.47901234567901235,-0.5144547489030419,-0.2649368231046932,0.0,-0.6924015415840004,-0.2287457110179184,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.99,None,497
3,-0.14285714285714285,0.0,0.0,-0.44397590361445793,0.09831184000000007,-0.590983606557377,-0.3962264150943396,-0.18401799183673473,0.6666666666666666,-0.4021937842778794,-0.40082644628099173,-0.8183333333333332,0.0,-0.37956756756756754,-0.46049382716049386,0.6287780270086676,-0.2649368231046932,0.0,-0.6902883248576619,-0.2287457110179184,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.13,None,510
4,-0.14285714285714285,0.0,0.0,-0.44397590361445793,0.09831184000000007,-0.590983606557377,-0.3962264150943396,-0.18401799183673473,0.6666666666666666,-0.4021937842778794,-0.40082644628099173,-0.8183333333333332,0.0,-0.37956756756756754,-0.46049382716049386,0.6287780270086676,-0.2649368231046932,0.0,-0.6902883248576619,-0.20332952090481637,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.27,None,517
5,-0.14285714285714285,0.0,0.0,-0.44397590361445793,0.09831184000000007,-0.590983606557377,-0.3962264150943396,-0.18401799183673473,0.6666666666666666,-0.4021937842778794,-0.40082644628099173,-0.8183333333333332,0.0,-0.37956756756756754,-0.46049382716049386,0.6287780270086676,-0.2649368231046932,0.0,-0.6902883248576619,-0.15249714067861228,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.53,None,522
6,-0.14285714285714285,0.0,0.0,-0.44397590361445793,0.09831184000000007,-0.590983606557377,-0.3962264150943396,-0.18401799183673473,0.6666666666666666,-0.4021937842778794,-0.40082644628099173,-0.8183333333333332,0.0,-0.37956756756756754,-0.46049382716049386,0.6287780270086676,-0.2649368231046932,0.0,-0.6902883248576619,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.71,None,532
7,-0.14285714285714285,0.0,0.0,-0.44397590361445793,0.09831184000000007,-0.590983606557377,-0.3962264150943396,-0.18401799183673473,0.6666666666666666,-0.4021937842778794,-0.40082644628099173,-0.8183333333333332,0.0,-0.37956756756756754,-0.46049382716049386,0.6287780270086676,-0.2649368231046932,0.0,-0.6902883248576619,0.5083238022620409,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.91,None,547
8,-0.14285714285714285,0.0,0.0,-0.44397590361445793,0.09831184000000007,-0.590983606557377,-0.3962264150943396,-0.18401799183673473,0.6666666666666666,-0.4021937842778794,-0.40082644628099173,-0.8183333333333332,0.0,-0.37956756756756754,-0.46049382716049386,0.6287780270086676,-0.2649368231046932,0.0,-0.6902883248576619,1.2708095056551023,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.02,None,550
9,-0.14285714285714285,0.0,0.0,-0.44397590361445793,0.09831184000000007,-0.590983606557377,-0.3962264150943396,-0.18401799183673473,0.6666666666666666,-0.4021937842778794,-0.40082644628099173,-0.8183333333333332,0.0,-0.37956756756756754,-0.46049382716049386,0.6287780270086676,-0.2649368231046932,0.0,-0.6902883248576619,2.0332952090481635,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.02,None,549
